iter	RMSE
332	2991.728742
333	2990.923352
334	2989.966569
335	2989.361721
336	2988.756985
337	2988.077641
338	2987.161457
339	2986.611967
340	2986.091587
341	2985.666
342	2985.313426
343	2984.793854
344	2982.58529
345	2981.952525
346	2981.277092
347	2980.528895
348	2979.963902
349	2979.101796
350	2977.776753
351	2976.701718
352	2975.681524
353	2975.057058
354	2973.874477
355	2972.236137
356	2971.265852
357	2969.24591
358	2968.298368
359	2967.651555
360	2966.975653
361	2966.534056
362	2965.084278
363	2964.129504
364	2963.392724
365	2962.532356
366	2961.806499
367	2960.843115
368	2960.103119
369	2959.048297
370	2958.451866
371	2958.06668
372	2957.27627
373	2956.576671
374	2955.822748
375	2955.368526
376	2954.66142
377	2954.025195
378	2953.314997
379	2952.671846
380	2951.687036
381	2951.133668
382	2950.268311
383	2949.638978
384	2948.648198
385	2947.732183
386	2946.156323
387	2945.320906
388	2944.527865
389	2944.057931
390	2943.70805
391	2942.409091
392	2941.536426
393	2939.976424
394	2938.884075
395	2938.063856
396	2937.612894
397	2936.951536
398	2935.49288
399	2934.639234
400	2933.912828
401	2932.032182
402	2931.481856
403	2931.086451
404	2930.335659
405	2929.65563
406	2929.162059
407	2928.364642
408	2927.558446
409	2927.096126
410	2926.529895
411	2925.952811
412	2925.328223
413	2924.565501
414	2923.954245
415	2923.295507
416	2921.954697
417	2921.355182
418	2920.22907
419	2919.917147
420	2919.468695
421	2919.045492
422	2918.373504
423	2917.757819
424	2917.107334
425	2916.456211
426	2915.389993
427	2914.64882
428	2913.320192
429	2912.722418
430	2912.017174
431	2911.480651
432	2910.701449
433	2910.035932
434	2909.674927
435	2908.798737
436	2908.237215
437	2907.738887
438	2907.032329
439	2905.987252
440	2905.353925
441	2903.870973
442	2903.054244
443	2902.462055
444	2901.696203
445	2901.206248
446	2900.899858
447	2900.531003
448	2899.230098
449	2898.19988
450	2897.667917
451	2897.229485
452	2896.742014
453	2896.318778
454	2895.954577
455	2895.257723
456	2894.661038
457	2894.233025
458	2893.618624
459	2893.002921
460	2892.415697
461	2891.029019
462	2890.466968
463	2890.082872
464	2889.44487
465	2889.034055
466	2888.771804
467	2887.783612
468	2887.058544
469	2886.358635
470	2885.339307
471	2884.893147
472	2884.242706
473	2883.410047
474	2882.868302
475	2882.436087
476	2881.28132
477	2880.844691
478	2880.347659
479	2879.818285
480	2878.69997
481	2878.004621
482	2877.566951
483	2876.964343
484	2876.260074
485	2875.991219
486	2875.491576
487	2874.931113
488	2874.64317
489	2874.127852
490	2873.616677
491	2873.163145
492	2872.52223
493	2872.257252
494	2871.822103
495	2871.356545
496	2870.592967
497	2870.119245
498	2869.639918
499	2868.965178
500	2868.345242
501	2867.983162
502	2866.900116
503	2866.223368
504	2865.58748
505	2864.710819
506	2864.202946
507	2863.830728
508	2863.185048
509	2862.596005
510	2862.081207
511	2861.429626
512	2860.824569
513	2859.844112
514	2859.263206
515	2858.625935
516	2857.333772
517	2856.838415
518	2856.35327
519	2855.795944
520	2855.324881
521	2855.081933
522	2854.561761
523	2854.1619
524	2853.745262
525	2853.403787
526	2853.123649
527	2852.65186
528	2851.724823
529	2851.388043
530	2850.661276
531	2850.251468
532	2849.854577
533	2848.522164
534	2847.93711
535	2847.338761
536	2847.039515
537	2846.296228
538	2845.423044
539	2844.551089
540	2844.063163
541	2843.365475
542	2842.479846
543	2842.043302
544	2840.331796
545	2839.801995
546	2839.303733
547	2838.98414
548	2838.572568
549	2838.043447
550	2837.824643
551	2837.328141
552	2836.728333
553	2836.170136
554	2835.661736
555	2835.09877
556	2834.480855
557	2833.08414
558	2832.362571
559	2831.280449
560	2830.805738
561	2830.529459
562	2829.799036
563	2828.882505
564	2828.37965
565	2828.094066
566	2827.415958
567	2826.797688
568	2826.599898
569	2825.85523
570	2825.338177
571	2824.536273
572	2823.939622
573	2823.436306
574	2823.086173
575	2822.534855
576	2821.963023
577	2821.104345
578	2820.496385
579	2820.260494
580	2819.838533
581	2819.458411
582	2818.785518
583	2818.553368
584	2818.099697
585	2817.650745
586	2816.155629
587	2815.657403
588	2815.337238
589	2814.76259
590	2814.436242
591	2813.628403
592	2813.370209
593	2812.964446
594	2812.073087
595	2811.610752
596	2811.123776
597	2809.990148
598	2809.460176
599	2809.047493
600	2808.529967
601	2808.111348
602	2807.694934
603	2806.456978
604	2806.049151
605	2805.833432
606	2805.485827
607	2805.033357
608	2804.758269
609	2804.579524
610	2803.759486
611	2803.137264
612	2802.321894
613	2801.880755
614	2801.047004
615	2800.671733
616	2800.292177
617	2799.887425
618	2799.132705
619	2798.899324
620	2798.540891
621	2798.040805
622	2797.736811
623	2797.458755
624	2796.964275
625	2796.138008
626	2795.845364
627	2795.433402
628	2795.179406
629	2794.867481
630	2794.181235
631	2793.945679
632	2793.72293
633	2793.169885
634	2792.72497
635	2792.506042
636	2790.031016
637	2789.698809
638	2789.321097
639	2788.749109
640	2788.437555
641	2788.219774
642	2787.89489
643	2787.707284
644	2786.879862
645	2786.49219
646	2785.691381
647	2785.391346
648	2784.841935
649	2784.337009
650	2783.320559
651	2782.841252
652	2782.114225
653	2781.676053
654	2781.281776
655	2780.668329
656	2780.395164
657	2779.597891
658	2779.173904
659	2778.783036
660	2778.260967
661	2777.576201
662	2777.122513
663	2776.678153
664	2776.129432
665	2775.8171
666	2775.483544
667	2774.852472
668	2774.531128
669	2774.182657
670	2773.941521
671	2773.245269
672	2772.848351
673	2772.335051
674	2772.057878
675	2771.49793
676	2771.141845
677	2770.837226
678	2770.504742
679	2770.281346
680	2770.125202
681	2769.907739
682	2769.631638
683	2769.282214
684	2768.774435
685	2768.215901
686	2767.678529
687	2767.460161
688	2766.449336
689	2765.680967
690	2764.673341
691	2764.243728
692	2762.270298
693	2761.895398
694	2761.116969
695	2760.703867
696	2760.116475
697	2759.914471
698	2759.59214
699	2758.957229
700	2758.549544
701	2757.965129
702	2757.61204
703	2757.170132
704	2756.182745
705	2755.562259
706	2755.372582
707	2755.172215
708	2754.821792
709	2754.637059
710	2754.15544
711	2753.917994
712	2753.179363
713	2752.861249
714	2752.37451
715	2752.185813
716	2751.900676
717	2751.314663
718	2750.351373
719	2749.529277
720	2749.113347
721	2748.913252
722	2748.628208
723	2748.11613
724	2747.876493
725	2747.181296
726	2746.821975
727	2746.357107
728	2745.889081
729	2745.52327
730	2745.318026
731	2744.736803
732	2744.0197
733	2743.702344
734	2743.016658
735	2742.42469
736	2741.836916
737	2741.436934
738	2741.11163
739	2740.739848
740	2740.282054
741	2739.983354
742	2739.838398
743	2739.548761
744	2739.183964
745	2738.76762
746	2738.367416
747	2738.143842
748	2737.779933
749	2737.62961
750	2737.218129
751	2736.685058
752	2736.359755
753	2735.941456
754	2735.783743
755	2735.368722
756	2734.805043
757	2734.477839
758	2733.998016
759	2733.120173
760	2732.773927
761	2731.248029
762	2730.639579
763	2730.299689
764	2729.964072
765	2729.460532
766	2729.076112
767	2728.787021
768	2728.431715
769	2728.120191
770	2727.696895
771	2727.252725
772	2727.110766
773	2726.795315
774	2726.335622
775	2726.006035
776	2725.289282
777	2724.268791
778	2724.059594
779	2723.692417
780	2723.404986
781	2723.160265
782	2722.625052
783	2722.299889
784	2722.041449
785	2721.818605
786	2721.651395
787	2721.215281
788	2720.813501
789	2720.569492
790	2720.341757
791	2719.813655
792	2719.366654
793	2718.98842
794	2718.579898
795	2718.42209
796	2718.039986
797	2717.841645
798	2717.646513
799	2717.408538
800	2715.760932
801	2715.465296
802	2715.132838
803	2714.688415
804	2714.400668
805	2713.927738
806	2713.560895
807	2713.215621
808	2712.889405
809	2712.403957
810	2712.198706
811	2711.929884
812	2711.557662
813	2711.301906
814	2710.75856
815	2710.578411
816	2710.309648
817	2709.836895
818	2709.52118
819	2709.27128
820	2708.921292
821	2708.776394
822	2708.367969
823	2707.891795
824	2707.659262
825	2707.211691
826	2706.91055
827	2706.79128
828	2706.412448
829	2705.473139
830	2705.124738
831	2704.912459
832	2703.715445
833	2703.431481
834	2703.00412
835	2702.531259
836	2702.271775
837	2702.047164
838	2701.857222
839	2701.73732
840	2701.36823
841	2701.105478
842	2700.665799
843	2699.873848
844	2699.553727
845	2699.306823
846	2698.993424
847	2698.734096
848	2698.421757
849	2698.10485
850	2697.705403
851	2697.370101
852	2697.174908
853	2696.998793
854	2696.353825
855	2695.88309
856	2695.637109
857	2695.287346
858	2694.960899
859	2694.792792
860	2694.578964
861	2694.389661
862	2693.983301
863	2693.736217
864	2693.496602
865	2692.975627
866	2692.582068
867	2692.144431
868	2691.857716
869	2691.5987
870	2691.218082
871	2690.919404
872	2690.707696
873	2690.392162
874	2690.086733
875	2689.904984
876	2689.56942
877	2689.419362
878	2688.998658
879	2688.738232
880	2687.658155
881	2687.358079
882	2687.167991
883	2686.795631
884	2686.569983
885	2685.539886
886	2685.407776
887	2685.168509
888	2684.875636
889	2684.510667
890	2684.066162
891	2683.962567
892	2683.587978
893	2683.34377
894	2683.13776
895	2682.789281
896	2682.296537
897	2681.948432
898	2680.85363
899	2680.351757
900	2680.14375
901	2679.721581
902	2679.320804
903	2678.711705
904	2678.278345
905	2678.035146
906	2677.794802
907	2677.54044
908	2677.309159
909	2676.791423
910	2676.276558
911	2675.992508
912	2675.687282
913	2674.919443
914	2674.655643
915	2674.329968
916	2673.98293
917	2673.52377
918	2673.029334
919	2672.555122
920	2672.340633
921	2672.100433
922	2671.709064
923	2671.414549
924	2671.063079
925	2670.696073
926	2670.343734
927	2670.115453
928	2669.959719
929	2669.730016
930	2669.308389
931	2668.950217
932	2668.701637
933	2668.443993
934	2667.526726
935	2667.355453
936	2667.199978
937	2666.943771
938	2666.770688
939	2666.227382
940	2666.078191
941	2665.851335
942	2665.507323
943	2665.320054
944	2664.948546
945	2664.62544
946	2664.258986
947	2663.577588
948	2663.357229
949	2663.087419
950	2662.289634
951	2662.041448
952	2661.782588
953	2661.560505
954	2661.367854
955	2661.185328
956	2660.938773
957	2660.408356
958	2659.999605
959	2659.704451
960	2659.400829
961	2659.272341
962	2659.042245
963	2658.793636
964	2658.141298
965	2657.740576
966	2657.539164
967	2657.346901
968	2657.108987
969	2656.794712
970	2656.151652
971	2655.811795
972	2655.610685
973	2655.29619
974	2655.184553
975	2654.90168
976	2654.687083
977	2654.459193
978	2654.105231
979	2653.633391
980	2653.085579
981	2652.693255
982	2652.26435
983	2651.995349
984	2651.712496
985	2651.449964
986	2651.198102
987	2650.966052
988	2650.655844
989	2650.506341
990	2650.274965
991	2650.112713
992	2649.859245
993	2649.66745
994	2649.434394
995	2649.31158
996	2649.145933
997	2648.921648
998	2648.7123
999	2648.501582
